day,operate,price,investment,total_balance
4,buy,173.6783058643341,0.0,9826.321694135666
5,sell,173.09331933072463,-0.3368218792198683,9999.41501346639
6,buy,172.0456739319161,0.0,9827.369339534474
8,buy,169.23925407797833,0.0,9658.130085456496
10,buy,168.00856432338696,0.0,9490.12152113311
11,buy,168.01766339964524,0.0,9322.103857733464
12,sell,169.18285059260506,-1.6639903078550784,9491.286708326068
13,buy,168.56148503779878,0.0,9322.72522328827
14,buy,167.9601513496027,0.0,9154.765071938666
16,buy,163.3455313512086,0.0,8991.419540587456
18,buy,165.43482143947858,0.0,8825.984719147978
19,buy,164.51033518396616,0.0,8661.474383964012
20,buy,163.27516200033915,0.0,8498.199221963674
22,buy,163.5376999053642,0.0,8334.66152205831
24,buy,162.10106054430616,0.0,8172.560461514004
25,buy,162.70161312818527,0.0,8009.858848385818
26,buy,162.01306584469785,0.0,7847.845782541121
27,buy,159.45138419378782,0.0,7688.394398347333
28,buy,158.33822866780793,0.0,7530.056169679525
29,buy,160.48890703521283,0.0,7369.567262644312
30,sell,158.11009097099304,-6.575993948695519,7527.677353615305
31,buy,157.9145572318157,0.0,7369.762796383489
32,buy,157.90401638870935,0.0,7211.85877999478
33,buy,156.17331647436004,0.0,7055.68546352042
34,buy,155.94011062760546,0.0,6899.7453528928145
35,buy,153.61752043157867,0.0,6746.127832461236
36,buy,152.95540600481036,0.0,6593.1724264564255
37,buy,152.8377094548814,0.0,6440.334717001544
38,buy,154.39342246614615,0.0,6285.941294535398
39,buy,155.93158617390145,0.0,6130.009708361496
40,buy,154.45912056880115,0.0,5975.550587792695
41,sell,153.3077886352603,-8.750015659814972,6128.858376427956
42,buy,151.62123321487343,0.0,5977.237143213082
43,buy,152.02805458594776,0.0,5825.209088627134
45,buy,154.4159083116665,0.0,5670.793180315468
46,buy,154.86741282601724,0.0,5515.925767489451
47,buy,154.60775302786715,0.0,5361.3180144615835
49,buy,154.53521551710764,0.0,5206.782798944476
51,buy,151.73245181031962,0.0,5055.050347134156
52,buy,151.8604136297654,0.0,4903.189933504391
53,buy,153.41358888672403,0.0,4749.776344617667
54,buy,154.14111828094246,0.0,4595.635226336724
55,buy,152.69442935632105,0.0,4442.940796980403
56,buy,154.22365014528623,0.0,4288.717146835117
57,buy,154.47575774922734,0.0,4134.24138908589
58,buy,156.09192430973053,0.0,3978.149464776159
60,buy,159.5444884522658,0.0,3818.6049763238934
61,sell,166.58074681043763,-0.8552175766126303,3985.185723134331
62,sell,166.02189037557764,-1.5066280779690848,4151.207613509909
63,buy,165.14268394322426,0.0,3986.0649295666844
66,sell,166.7618182766546,-0.7134627251280762,4152.826747843339
67,sell,166.40347141928942,1.8720683956183408,4319.230219262628
69,sell,161.52504327208953,-2.3633344741870883,4480.755262534718
72,sell,163.15612167342624,-0.8231783790517182,4643.911384208144
73,sell,164.04887035626598,0.4738677619105479,4807.96025456441
74,sell,165.5404165489599,1.224620772307935,4973.50067111337
75,sell,163.0009263639513,0.5551264233704217,5136.501597477321
76,sell,163.4872351884842,0.48286064605884604,5299.988832665806
77,sell,164.23022706712254,1.3685076637892988,5464.219059732928
78,sell,164.06845952828007,2.895600660876631,5628.287519261208
79,sell,165.44960651921792,4.491257677468149,5793.737125780426
80,sell,163.25731724889192,1.7249853991912807,5956.994443029318
84,sell,161.36810559041078,2.186972764977788,6118.362548619729
85,sell,161.94438445052583,2.5587493936002117,6280.306933070255
87,buy,161.0338203339379,0.0,6119.273112736317
90,sell,159.25371872620963,1.972425457427819,6278.526831462526
91,buy,158.70275469179433,0.0,6119.824076770732
92,buy,159.14590767331174,0.0,5960.67816909742
93,buy,157.12697547351127,0.0,5803.551193623909
95,sell,156.936155733365,0.638735667013964,5960.487349357274
96,buy,154.70854852788398,0.0,5805.77880082939
97,buy,154.68495887650352,0.0,5651.093841952887
98,sell,154.8141171291063,0.7789454576313147,5805.907959081993
99,buy,155.60817662329646,0.0,5650.299782458696
100,buy,155.13677508145702,0.0,5495.163007377239
101,sell,157.56639908300713,3.014599613466266,5652.7294064602465
102,buy,158.90152884312556,0.0,5493.827877617121
103,buy,158.77374692074955,0.0,5335.054130696371
105,buy,160.8433115973803,0.0,5174.210819098991
108,buy,161.41304110919737,0.0,5012.797777989794
110,sell,164.40877795951565,7.5708204119939975,5177.206555949309
111,sell,164.88817980603744,6.797412203355023,5342.094735755347
112,buy,164.79786462624907,0.0,5177.296871129098
113,sell,164.5303198817419,5.514427140022015,5341.82719101084
114,sell,166.19310775020858,7.59682376683009,5508.020298761048
115,sell,166.03124010570173,9.503950459502486,5674.05153886675
116,buy,164.16582114745688,0.0,5509.885717719293
117,sell,163.82860876491395,7.762089840000454,5673.714326484207
118,sell,163.53079163041912,5.902813653341679,5837.245118114626
119,buy,164.73225786653347,0.0,5672.512860248093
120,sell,166.14326386153152,7.280970754113334,5838.656124109624
121,sell,163.91265428976476,6.018392402495143,6002.568778399389
122,sell,163.27384044309292,5.65477900732463,6165.842618842482
123,sell,162.0060959015682,6.770894405694854,6327.84871474405
125,sell,159.85135309951147,5.262029306220603,6487.700067843562
126,sell,158.93703040591208,3.6003600197805143,6646.637098249474
127,sell,158.3904290044502,2.7567665077937256,6805.027527253924
128,sell,159.1158190608694,4.205385705043419,6964.143346314793
131,sell,159.48096025059203,3.4088870937454545,7123.624306565385
133,sell,168.8132689482445,9.281398847249795,7292.43757551363
134,sell,170.59868853201624,9.29373142552858,7463.036264045646
135,sell,171.47642672963048,7.478753038175055,7634.5126907752765
136,sell,172.79309723830556,4.632608064981858,7807.305788013582
139,sell,174.83300715535734,8.569123425628153,7982.138795168939
141,sell,169.19991061217843,6.61435016724814,8151.338705781118
142,sell,170.1656198795099,6.924282482223157,8321.504325660628
144,sell,169.22576662279425,7.7000089340627715,8490.730092283422
145,sell,173.19546420910774,11.949511424633245,8663.92555649253
146,sell,173.20631462224264,11.973598390084005,8837.131871114772
147,sell,173.06688164399748,11.21965786088855,9010.19875275877
149,sell,173.80053663676154,12.030520516818024,9183.999289395531
150,sell,173.38109748757415,9.112290328397938,9357.380386883106
151,sell,172.89958466591997,8.896834658831358,9530.279971549026
152,sell,172.4226541172302,7.199144561780139,9702.702625666256
153,sell,174.0178770778075,7.809056741631457,9876.720502744063
155,sell,167.36971638274554,1.560609879460068,10044.090219126809
157,sell,164.56944153637232,0.2458614016573539,10208.659660663181
158,sell,165.10979468063306,0.22918207944764923,10373.769455343814
159,buy,166.2687087059021,0.0,10207.500746637912
161,sell,164.30344561407765,-1.181980125497115,10371.80419225199
162,buy,163.78800362912443,0.0,10208.016188622865
165,buy,160.7141835435541,0.0,10047.302005079311
167,buy,160.09858081884522,0.0,9887.203424260466
169,sell,162.78644965694912,-0.6114940960164567,10049.989873917415
170,sell,163.70289244312517,1.8596422752949586,10213.69276636054
175,sell,162.42483300739696,1.4530123731602194,10376.117599367937
176,buy,163.16734319430907,0.0,10212.950256173628
177,sell,161.93941931642257,-0.752554925420471,10374.88967549005
178,buy,160.82924222946167,0.0,10214.060433260589
181,sell,157.42166942598305,-2.118752010667868,10371.482102686572
182,buy,157.2426093118993,0.0,10214.239493374673
183,sell,156.11539554595947,-0.7168627962055273,10370.354888920632
185,buy,155.71965177117818,0.0,10214.635237149454
187,buy,157.4891553459911,0.0,10057.146081803463
188,sell,157.95736125823169,1.4370116177383339,10215.103443061695
190,sell,158.6534966146337,0.7393152030593072,10373.756939676328
198,buy,153.49110388755798,0.0,10220.26583578877
200,buy,151.72441418562266,0.0,10068.541421603148
201,buy,152.05597912275698,0.0,9916.48544248039
202,buy,149.52068066596985,0.0,9766.96476181442
203,buy,146.1712381602374,0.0,9620.793523654183
204,buy,147.73109244718216,0.0,9473.062431207001
205,buy,149.08631100719504,0.0,9323.976120199806
206,sell,149.43790077722224,-2.6406762396503276,9473.414020977028
207,buy,150.96367712759456,0.0,9322.450343849434
208,buy,152.05289172593257,0.0,9170.397452123501
209,buy,152.39460526499533,0.0,9018.002846858506
210,sell,151.54889958856438,-0.11567986470757013,9169.55174644707
215,buy,148.46515705913407,0.0,9021.086589387936
217,sell,150.94015092689733,-0.7338272406630092,9172.026740314834
218,buy,150.65804445071444,0.0,9021.36869586412
219,buy,150.7687069876156,0.0,8870.599988876504
221,buy,151.6760124407665,0.0,8718.923976435737
222,buy,153.38633745908737,0.0,8565.53763897665
223,sell,152.19578237748283,1.7891182006381938,8717.733421354133
224,buy,152.65397550423222,0.0,8565.0794458499
225,sell,153.29502353190037,4.87358899146332,8718.3744693818
227,sell,159.54907726077363,7.999659799318626,8877.923546642574
228,sell,159.93990468421543,7.280073940857383,9037.86345132679
230,sell,157.49332915444393,4.325313314493855,9195.356780481234
232,sell,155.20019707469874,2.0698753657635276,9350.556977555932
233,sell,155.8323577568517,2.255822957694957,9506.389335312784
234,sell,155.83160319706803,4.961733974389619,9662.220938509852
235,sell,156.52843781865158,3.896501769513909,9818.749376328504
236,sell,157.59829936383176,4.5298474150721235,9976.347675692336
238,sell,156.10183460321423,2.9179446975349057,10132.44951029555
239,sell,157.0843838673536,2.410935986559177,10289.533894162903
240,sell,153.8756765570197,0.8003073937328252,10443.409570719923
