Date,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,Relative_Performance,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2024-09-03,221.98968505859375,228.1978583447122,220.39528345963856,227.74943764667495,50190600,2024.0,9.0,3.0,227.29901428222655,226.2706283569336,224.08356857299805,53.27507173877691,3.103724272223843,2.664567691746339,0.4391565804775044,223.97034500596905,224.08356857299805,1.6849325622793558,227.45343369755676,220.71370344843933,40.71051001202708,-2.720523163386587,3.903426059093381,228.9850921630859,229.29401907737392,232.10413336375856,228.07829123837303
2024-09-04,220.07640075683594,221.00313580397116,216.71819503548093,220.88356101217042,43840200,2024.0,9.0,4.0,226.42010803222655,225.95972290039063,223.9603989545037,48.21501112219629,2.6046546870795737,2.6525850908129858,-0.047930403733412,223.74234739681944,223.9603989545037,2.403325133768189,228.76704922204007,219.1537486869673,40.442411318705766,-0.8618798216920777,4.042936954655722,228.19786071777344,229.3836948285937,229.5929507273615,226.68318070354871
2024-09-05,221.60104370117188,224.6901757794695,220.744055533832,220.85367082984084,36615400,2024.0,9.0,5.0,224.9891357421875,225.3957046508789,223.74462127685547,44.89085497149569,2.031336410406624,2.5283353547317136,-0.4969989443250897,223.64251421097197,223.74462127685547,2.394962165840539,228.53454560853655,218.9546969451744,40.82187565282525,0.6927789345394316,4.1141148291711875,221.98968505859375,227.74943764667495,228.1978583447122,220.39528345963856
2024-09-06,220.0465087890625,224.4510243839852,219.00018373655976,223.16553454066073,48423000,2024.0,9.0,6.0,224.17001647949215,224.99511260986327,223.63180140445107,38.69437616871758,1.6806302301066864,2.358794329806708,-0.6781640997000218,223.4336709063291,223.63180140445107,2.3417580296588634,228.3153174637688,218.94828534513337,41.229411694072,-0.7015016202747038,4.277112804925742,220.0764007568359,220.8835610121704,221.00313580397116,216.71819503548093
2024-09-09,220.13619995117188,220.49493955114087,215.95091475509392,220.04651885251477,67180000,2024.0,9.0,9.0,222.3822998046875,224.6254135131836,223.45253677368163,39.20216126264283,1.2626994664543076,2.1395753571362284,-0.8768758906819207,223.1877952861379,223.45253677368163,2.3175062644178768,228.08754930251737,218.81752424484588,40.78952189770703,0.0407600932198171,4.387437626574906,221.60104370117188,220.85367082984084,224.6901757794695,220.744055533832
2024-09-10,219.3389892578125,220.70418549359823,215.97082401031443,218.15315521125123,51591000,2024.0,9.0,10.0,220.7699676513672,224.03449096679688,223.69767532348632,36.23066628264213,0.9280259469923352,1.8972654751074496,-0.9692395281151148,222.9793405663304,223.69767532348632,2.255991680825615,228.20965868513755,219.1856919618351,40.46555459255021,-0.3621442968199702,4.603107985321969,220.0465087890625,223.16553454066073,224.4510243839852,219.00018373655976
2024-09-11,221.88006591796875,222.3085524071335,217.126770108234,220.6842723421212,44587100,2024.0,9.0,11.0,220.23982849121097,223.32996826171876,223.82622299194335,42.71809749862109,0.5916463998297274,1.6361416600519054,-1.044495260222178,222.93018642341485,223.82622299194335,2.24607687658185,228.31837674510703,219.33406923877965,40.51867219223281,1.1585157152199017,4.764683181623961,220.13619995117188,220.04651885251477,220.49493955114087,215.95091475509392
2024-09-12,221.98968505859375,222.76695165661573,219.0500213655269,221.7206265576352,37455600,2024.0,9.0,12.0,220.6005615234375,222.7948486328125,223.8954788208008,46.3211242491168,0.5240657314973589,1.4137264743409963,-0.8896607428436374,222.89613726680372,223.8954788208008,2.160093988604297,228.21566679800935,219.57529084359217,40.200071976129394,0.0494046818363247,4.7141460811704565,219.3389892578125,218.15315521125123,220.70418549359823,215.97082401031443
2024-09-13,221.72061157226562,223.2552104631355,221.1326819144566,222.79683029802118,36766600,2024.0,9.0,13.0,220.67828979492188,222.42415313720704,223.9477951049805,40.08226987015686,0.4738902022099296,1.225759219914783,-0.7518690177048535,222.85579595212107,223.9477951049805,2.158291808407379,228.26437872179525,219.6312114881657,39.94273695349465,-0.1212099049814425,4.588871436641051,221.88006591796875,220.6842723421212,222.3085524071335,217.126770108234
2024-09-16,215.56227111816406,216.45911247240775,213.17066883128115,215.78148650258865,59357400,2024.0,9.0,16.0,221.0131103515625,221.697705078125,223.83718338012696,30.411349941112817,0.4077138803293678,1.0621501519977,-0.6544362716683323,222.4729199513482,223.83718338012696,2.0449122709051237,227.9270079219372,219.7473588383167,38.776045552275335,-2.777522761835955,4.958287007693128,221.98968505859375,221.7206265576352,222.76695165661573,219.0500213655269
2024-09-17,216.03060913085938,216.1402244248995,213.74863736172932,214.99425879157621,45519300,2024.0,9.0,17.0,220.09832458496095,220.43414611816405,223.35238723754884,29.444036567435504,-0.1400436032982952,0.8217114009385011,-0.9617550042367964,222.22360839344697,223.35238723754884,2.4188342221012116,228.1900556817513,218.5147187933464,38.84442237306365,0.217263443303854,4.847247817754858,221.7206115722656,222.7968302980212,223.2552104631355,221.1326819144566
2024-09-18,219.91696166992188,221.9298901997397,216.777986478492,216.7879611815548,59894900,2024.0,9.0,18.0,219.4366485595703,219.83823852539064,222.89898071289065,40.23571619394512,-0.5302420911300771,0.5513207025247855,-1.0815627936548626,222.11184331818205,222.89898071289065,2.427336987393942,227.7536546876785,218.04430673810273,39.66085316328568,1.7989823547219472,4.971098901090185,215.5622711181641,215.78148650258865,216.45911247240775,213.17066883128115
2024-09-19,228.0683135986328,229.01499812075548,223.84317512238368,224.20191472936153,66781300,2024.0,9.0,19.0,219.04402770996097,219.8222946166992,222.60899963378907,48.66974960569056,-0.5198880874134488,0.3370789445371386,-0.8569670319505875,222.4171444147861,222.60899963378907,2.606662581617203,227.82232479702347,217.39567447055467,40.4408040430076,3.7065589970024586,5.163280551213292,216.03060913085935,214.9942587915762,216.1402244248995,213.74863736172932
2024-09-20,227.40065002441406,232.27352055331795,226.82267984404155,229.1644542640561,318679900,2024.0,9.0,20.0,220.2597534179687,220.46902160644532,222.7320671081543,48.839215165842454,0.1443989706367858,0.2985429497570681,-0.1541439791202822,223.39651653306015,222.7320671081543,3.2192717126963872,229.17061053354703,216.29352368276153,40.392241075096265,-0.2927471877543415,5.344785600174977,219.91696166992188,216.7879611815548,221.9298901997397,216.777986478492
2024-09-23,225.6767120361328,228.64626930220686,225.01902026418153,226.54365969576136,54146000,2024.0,9.0,23.0,221.39576110839843,221.20443572998047,222.91492462158203,56.17486326734275,0.6099453096771015,0.3608234217410748,0.2491218879360266,223.47019355456632,222.91492462158203,3.19141897782166,229.29776257722537,216.53208666593872,39.98611052382904,-0.7581060072150918,5.046547870167152,228.0683135986328,224.20191472936153,229.01499812075548,223.84317512238368
2024-09-24,226.5735626220703,228.5466380182851,224.93930782860403,227.8490778167103,43556100,2024.0,9.0,24.0,223.41864929199215,221.75848693847655,222.89648895263673,61.26466126426361,0.8302165299776618,0.4547020433883922,0.3755144865892695,223.54881335961267,222.89648895263673,3.1776604031864664,229.2518097590097,216.5411681462638,40.030474838322306,0.3974050214777616,4.9276793106363135,227.4006500244141,229.1644542640561,232.27352055331795,226.82267984404157
2024-09-25,225.5770721435547,226.49384776666977,223.23531278607823,224.14211370551686,42308700,2024.0,9.0,25.0,225.52723999023436,222.48194427490233,222.90595626831055,57.02216916952093,1.0648761763280843,0.5767368699763308,0.4881393063517537,223.5975263491855,222.90595626831055,3.1834072585502096,229.27277078541096,216.53914175121017,39.94251283511664,-0.4398088051331006,4.83657036873335,225.6767120361328,226.54365969576136,228.6462693022069,225.0190202641815
2024-09-26,226.72303771972656,227.69960067739044,224.62042810744603,226.50380712846774,36636700,2024.0,9.0,26.0,226.65926208496097,222.85164489746097,222.82324676513673,61.96426102329195,1.1570988676175773,0.6928092695045801,0.4642895981129972,223.6612043811625,222.82324676513673,3.184568347059248,229.19238345925524,216.45411007101825,39.98689128295883,0.5080150944784829,4.667165506056132,226.5735626220703,227.8490778167103,228.5466380182851,224.93930782860403
2024-09-27,226.99208068847656,228.71603171782343,226.50380681299467,227.6597471643239,34026000,2024.0,9.0,27.0,226.39020690917968,223.32498016357425,222.87456665039065,62.207190472432714,1.3075828584066187,0.8157639872849879,0.4918188711216308,223.72306022530256,222.87456665039065,3.1766446220320232,229.22785589445468,216.52127740632656,40.092489370856235,0.118665915672226,4.500608370969118,225.5770721435547,224.1421137055169,226.49384776666977,223.23531278607825
2024-09-30,232.183837890625,232.183837890625,228.84556632808733,229.234199611622,54541900,2024.0,9.0,30.0,226.3084930419922,223.8521270751953,222.77491607666016,69.77599121851176,1.432044309000247,0.9390200516280398,0.4930242573722072,223.96763559654147,222.77491607666016,3.0851331669717905,228.9451824106037,216.6046497427166,40.84580373548893,2.2871975032792418,4.533350922316592,226.72303771972656,226.50380712846777,227.69960067739044,224.62042810744603
2024-10-01,225.41761779785156,228.8455550815525,222.95626872131422,228.71602079696683,63285000,2024.0,10.0,1.0,227.60991821289065,225.5142837524414,222.9742149353027,54.81941903034769,1.9273945179386944,1.1366949448901706,0.7906995730485236,224.01469083959003,222.9742149353027,3.2973809386301003,229.56897681256297,216.37945305804257,40.01394870814778,-2.914164979890119,4.822335698774542,226.99208068847656,227.6597471643239,228.71603171782343,226.50380681299467
2024-10-02,225.98562622070312,226.57355589970402,222.2388023482828,225.09874435066007,32880600,2024.0,10.0,2.0,227.37872924804688,226.45298461914064,223.14561157226564,55.37675572117866,1.7537693520944515,1.2601098263310269,0.4936595257634246,224.0473718200891,223.14561157226564,3.356289099906575,229.8581897720788,216.43303337245248,40.09785481182033,0.2519804922084382,4.866465931655426,232.183837890625,229.234199611622,232.183837890625,228.84556632808733
2024-10-03,224.8795166015625,226.01552277761738,222.53775735368686,224.35137431302277,34044200,2024.0,10.0,3.0,227.46044006347657,227.05985107421876,223.441072845459,54.156842575977045,1.643063476949976,1.336700556454817,0.3063629204951592,224.0614171578877,223.441072845459,3.320846590967449,230.0827660273939,216.7993796635241,39.974672615014526,-0.489460165072787,4.963268565601971,225.41761779785156,228.71602079696683,228.8455550815525,222.95626872131425
2024-10-04,226.0055694580078,227.20136306464835,223.3449237414969,227.1017072618697,37245100,2024.0,10.0,4.0,227.09173583984375,226.74097137451173,223.60499649047853,65.84038884615185,1.4493670698033725,1.359233859124528,0.0901332106788443,224.0966658737209,223.60499649047853,3.3216981228464864,230.2483927361715,216.96160024478556,39.81304602319535,0.5007360712360622,4.62801832147104,225.98562622070312,225.09874435066007,226.573555899704,222.2388023482828
2024-10-07,220.91348266601562,224.89947175407843,220.5547430398763,223.71363756752507,39505400,2024.0,10.0,7.0,226.89443359375,226.6014633178711,223.90294952392577,56.49527264246238,1.3709212001051585,1.3615713273206542,0.009349872784504,224.03660531407664,223.90294952392577,3.3027357498609233,230.50842102364763,217.2974780242039,39.27105358866459,-2.253080224617343,4.846535418253993,224.8795166015625,224.35137431302277,226.01552277761735,222.53775735368689
2024-10-08,224.9791717529297,225.1884276449642,222.46799461113406,223.51431968732726,31855700,2024.0,10.0,8.0,224.64036254882816,226.12514038085936,223.94181365966796,56.70185353055891,0.8876313734863288,1.2667833365537893,-0.3791519630674604,224.0507310986196,223.94181365966796,3.5162765923874653,230.9743668444429,216.90926047489305,39.61909896039679,1.840398801308432,4.730511411830297,226.0055694580078,227.1017072618697,227.20136306464835,223.3449237414969
2024-10-09,228.7359619140625,228.94523301761674,224.0424685900414,224.44106139019914,33591100,2024.0,10.0,9.0,224.55267333984375,225.9657012939453,224.22382278442385,51.000290026753554,0.8231985148523506,1.1780663722135016,-0.354867857361151,224.12361963130925,224.22382278442385,3.621963183595778,231.46774915161535,216.97989641723225,40.00359087737815,1.669839093042128,4.4308491244547055,220.9134826660156,223.71363756752507,224.89947175407843,220.5547430398763
2024-10-10,228.23770141601562,228.6960967971132,226.3742566041183,226.98212047614993,28183500,2024.0,10.0,10.0,225.1027404785156,226.2815902709961,224.5666175842285,51.26049354429564,1.0630227152169027,1.155057640814182,-0.0920349255972792,224.17662743586547,224.5666175842285,3.671730897708687,231.91007937964588,217.2231557888111,39.98642933453696,-0.2178321650331811,4.210196595930976,224.9791717529297,223.5143196873273,225.1884276449642,222.4679946111341
2024-10-11,226.75294494628906,228.60643037956845,226.54367384020586,228.4968150773993,31759200,2024.0,10.0,11.0,225.77437744140624,226.433056640625,224.8790184020996,51.6324305698581,1.1990576733197145,1.1638576473152884,0.035200026004426,224.2134980741958,224.8790184020996,3.676275826959432,232.23157005601848,217.52646674818075,39.489833902524815,-0.6505307670533594,4.098447131740782,228.7359619140625,224.4410613901991,228.94523301761672,224.0424685900414
2024-10-14,230.48980712890625,230.91829362955485,227.79926770980506,227.89890830734765,39882100,2024.0,10.0,14.0,225.9238525390625,226.40914306640624,225.1306350708008,55.4689878871414,1.1735311822446306,1.1657923543011568,0.0077388279434738,224.32430281471787,225.1306350708008,3.69639114796235,232.52341736672548,217.7378527748761,39.81499736945596,1.647988379380183,4.138305595568261,228.2377014160156,226.98212047614993,228.6960967971132,226.3742566041183
2024-10-15,233.03086853027344,236.65811760908664,231.5560417756155,232.79170373632726,64751400,2024.0,10.0,15.0,227.83911743164063,226.23973999023437,225.87701187133788,59.978663280987334,1.4382554880527607,1.2202849810514775,0.2179705070012831,224.56690730246683,225.87701187133788,3.4470924213937164,232.77119671412532,218.98282702855045,40.5691503497436,1.102461507092175,4.340452784438854,226.75294494628903,228.4968150773993,228.60643037956845,226.54367384020583
2024-10-16,230.96810913085938,231.3069145139278,229.0349022193022,230.78874694170784,34082200,2024.0,10.0,16.0,229.44945678710937,227.00106506347657,226.7270248413086,55.54686938511085,1.8319759478342803,1.342623174408038,0.4893527734262421,224.65943431661415,226.7270248413086,3.4693792498581875,233.665783341025,219.78826634159225,40.03602540472904,-0.8851871910463596,4.405938051655056,230.48980712890625,227.89890830734765,230.91829362955485,227.79926770980504
2024-10-17,231.33682250976562,233.0308799404877,229.71254238803704,232.6123377292532,32993800,2024.0,10.0,17.0,229.89588623046876,227.4993133544922,227.27958221435543,55.66235607525943,1.955018567392642,1.465102253004959,0.489916314387683,224.7515817831396,227.27958221435543,3.450328309792663,234.1802388339408,220.37892559477012,40.0964935823458,0.1596382203126356,4.484946097913763,233.03086853027344,232.7917037363273,236.65811760908664,231.5560417756155
2024-10-18,234.17684936523438,235.35270879965356,233.1903116322836,235.35270879965356,46431500,2024.0,10.0,18.0,230.51571044921872,228.1450439453125,227.4430076599121,52.76703970071825,2.058553099353759,1.583792422274719,0.4747606770790398,224.93113679787987,227.4430076599121,2.950951588153821,233.34491083621975,221.54110448360444,40.43321541223084,1.227658798395081,4.400955318466584,230.96810913085935,230.78874694170784,231.3069145139278,229.0349022193022
2024-10-21,235.6516571044922,236.02037141360947,233.62876897482323,233.62876897482323,36254500,2024.0,10.0,21.0,232.0004913330078,228.96217193603516,227.7818176269531,66.65588581893269,2.3427654521885586,1.735587028257487,0.6071784239310716,225.0882658255388,227.7818176269531,3.0027398171297337,233.7872972612126,221.77633799269364,40.75478464732787,0.6297837481610429,3.912671980571974,231.3368225097656,232.6123377292532,233.0308799404877,229.71254238803704
2024-10-22,235.03382873535156,235.3925683333293,231.7852533575211,233.07072804715946,38846600,2024.0,10.0,22.0,233.032861328125,230.4359893798828,228.2805648803711,64.70209621922416,2.656389246832532,1.919747471972496,0.736641774860036,225.24204358490084,228.2805648803711,2.9721199671010368,234.22480481457316,222.336324946169,40.66953649881956,-0.2621786652094998,3.8792184231112503,234.1768493652344,235.35270879965356,235.35270879965356,233.1903116322836
2024-10-23,229.95169067382812,234.31635331873264,226.96219904424217,233.26006870913344,52287000,2024.0,10.0,23.0,233.43345336914064,231.441455078125,228.70357818603512,57.2985449641256,2.8225481989802006,2.100307617374037,0.7222405816061634,225.33806047855376,228.70357818603512,2.9807274555282097,234.66503309709157,222.74212327497872,40.15707238770494,-2.162300673426008,4.207351585052598,235.6516571044922,233.62876897482323,236.02037141360947,233.62876897482323
2024-10-24,229.76235961914062,230.0114839114603,227.60992208421712,229.17441473320775,31109500,2024.0,10.0,24.0,233.2301696777344,231.56302795410156,228.9223091125488,55.55555325519419,2.515151199897673,2.1832763338787644,0.3318748660189086,225.391083784851,228.9223091125488,3.214007679324439,235.3503244711977,222.4942937538999,40.037417555822415,-0.0823351435828554,4.1034317639162925,235.03382873535156,233.07072804715943,235.3925683333293,231.7852533575211
2024-10-25,230.5994110107422,232.40306843409212,228.76585988907573,228.935262581316,38802300,2024.0,10.0,25.0,232.91527709960937,231.71549377441409,229.07427520751952,66.385677296279,2.230547071468777,2.192730481396767,0.0378165900720102,225.46779187597815,229.07427520751952,3.2075951109722514,235.489465429464,222.65908498557505,40.19716036473574,0.364311801545335,3.973887630122357,229.95169067382812,233.26006870913344,234.31635331873264,226.96219904424217
2024-10-28,232.5824432373047,233.9077863541258,231.73542973016842,232.50273684103132,36087100,2024.0,10.0,28.0,232.19978942871097,232.1001403808594,229.2546417236328,63.83750170390841,2.048920619505907,2.163968509018595,-0.115047889512688,225.56392714096276,229.2546417236328,3.2111988637922577,235.67703945121733,222.83224399604828,40.41788731109621,0.8599467873186037,3.904846941867715,229.76235961914065,229.17441473320775,230.0114839114603,227.60992208421712
2024-10-29,232.85150146484375,233.50919327337175,231.50623935322642,232.28350596136286,35417200,2024.0,10.0,29.0,231.58594665527343,232.3094039916992,229.2745719909668,58.57915361495339,2.0414617749928823,2.1394671622134527,-0.0980053872205704,225.6593061526464,229.2745719909668,3.0222415519705956,235.319055094908,223.2300888870256,40.39926348077343,0.1156829482888101,3.697717619908429,230.5994110107422,228.935262581316,232.40306843409212,228.76585988907573
2024-10-30,229.29400634765625,232.65219696606212,228.74592985962587,231.79520878623467,47070900,2024.0,10.0,30.0,231.14948120117188,232.29146728515624,229.6462661743164,51.95286841988763,2.0338167636824664,2.1183370825072556,-0.0845203188247891,225.7214484598716,229.6462661743164,2.565770705481688,234.77780758527976,224.51472476335303,39.90275917521087,-1.5277956529409005,3.822279498142263,232.5824432373047,232.50273684103132,233.9077863541258,231.7354297301684
2024-10-31,225.11868286132812,229.02495000446748,224.5805658660821,228.53666090957242,64370100,2024.0,10.0,31.0,231.0179443359375,232.12405700683593,229.81168518066409,47.25199842186137,1.7208608991629717,2.038841845838399,-0.3179809466754273,225.7076775746718,229.81168518066409,2.710888446858746,235.23346207438155,224.38990828694656,39.95947763713336,-1.820947504400742,4.011614065443088,232.85150146484375,232.2835059613629,233.50919327337175,231.5062393532264
2024-11-01,222.1291961669922,224.56065178607977,219.49844414747824,220.1959891516409,65276700,2024.0,11.0,1.0,230.089208984375,231.5022430419922,229.82364349365236,35.57924097748426,1.1229823693717833,1.855669950545076,-0.7326875811732927,225.62664880420743,229.82364349365236,2.868922995325951,235.56148948430425,224.0857975030005,39.263126341342215,-1.3279602813674265,4.1155347819133805,229.29400634765625,231.79520878623467,232.65219696606212,228.74592985962587
2024-11-04,221.23233032226562,222.0095968952219,218.94039900502227,220.21591416091667,44944500,2024.0,11.0,4.0,228.395166015625,230.29747772216797,229.62982482910155,28.425661110302457,0.403283928883269,1.5651927462127146,-1.1619088173294456,225.55919106774593,229.62982482910155,2.9317162756707167,235.493257380443,223.7663922777601,39.18900787332788,-0.4037586504622819,3.902712402041203,225.11868286132812,228.5366609095724,229.02495000446748,224.5805658660821
2024-11-05,222.66729736328125,223.1655459656629,220.36539125313263,221.02308305755813,28111300,2024.0,11.0,5.0,226.1251434326172,228.8555450439453,229.6457672119141,34.464789371809744,-0.2367230526045318,1.2048095864492654,-1.4415326390537972,225.53168826857865,229.6457672119141,2.7040466444225575,235.0538605007592,224.23767392306897,38.97195835377711,0.6486244749695179,3.817297287866848,222.1291961669922,220.1959891516409,224.56065178607977,219.49844414747824
2024-11-06,221.93984985351562,225.27812143912794,220.41521040716108,221.83023455712816,54561100,2024.0,11.0,6.0,224.0883026123047,227.61889190673827,229.53017349243163,32.646311555197286,-0.620985019984289,0.8396506651625546,-1.4606356851468436,225.4665898847427,229.53017349243163,2.556649169457978,234.6434718313476,224.4168751535157,37.90217733123518,-0.3266970580681166,3.927623964975148,221.2323303222656,220.21591416091667,222.0095968952219,218.94039900502227
2024-11-07,226.6831817626953,227.081789771112,223.7833864288354,223.8431738287627,42137700,2024.0,11.0,7.0,222.61747131347656,226.81770782470704,229.19036788940429,37.070146220261385,-0.9729982143516054,0.4771208892597226,-1.450119103611328,225.48338369657057,229.19036788940429,2.3904000249406967,233.9711679392857,224.40956783952288,38.41519540256041,2.1372150662940315,4.008056366954323,222.66729736328125,221.02308305755813,223.1655459656629,220.36539125313263
2024-11-08,226.41383361816406,228.10973956989392,225.8651541338214,226.6233197345054,38328800,2024.0,11.0,8.0,222.93037109375,226.5097900390625,229.11264190673828,33.36887891426022,-0.8593182774187653,0.209833055924025,-1.0691513333427904,225.49492175211415,229.11264190673828,2.645807982963647,234.40425787266557,223.82102594081096,38.20405679993656,-0.1188214063508332,3.997555152474772,221.9398498535156,221.83023455712816,225.27812143912791,220.41521040716108
2024-11-11,223.69039916992188,225.15686291743452,220.96697301971395,224.4585504714927,42005600,2024.0,11.0,11.0,223.7872985839844,226.0912322998047,229.09568634033204,31.017283115130112,-0.7819464605545647,0.011477152628307,-0.7934236131828718,225.47072697826508,229.09568634033204,2.625671053705995,234.34702844774404,223.84434423292004,37.708590108097226,-1.2028569123718509,4.110444927580417,226.6831817626953,223.8431738287627,227.081789771112,223.7833864288354
2024-11-12,223.69039916992188,225.04712701721013,222.82249764582772,224.00963641496367,40398300,2024.0,11.0,12.0,224.27891235351564,225.2020278930664,228.7557159423828,37.37447805710664,-0.9296704750016148,-0.1767523728976772,-0.7529181021039374,225.4480622367501,228.7557159423828,2.535390863463268,233.82649766930933,223.68493421545628,37.82609121956707,0.0,3.692802047599918,226.4138336181641,226.6233197345054,228.10973956989392,225.8651541338214
