Date,Adj Close,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,Relative_Performance,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2020-01-31 00:00:00+00:00,137.22760009765625,138.30999755859375,138.6699981689453,137.05999755859375,138.39999389648438,12379100,2020.0,1.0,31.0,137.6439971923828,140.7439971923828,143.08699798583984,34.897052249599,-2.5440564926397258,-1.9625276452693423,-0.5815288473703832,142.3601022009701,142.5924980163574,3.464387607957668,149.52127323227273,135.6637228004421,42.98946098766994,0.3628183795500117,2.517858232770647,137.80999755859375,135.08999633789062,137.85000610351562,134.8300018310547
2020-02-03 00:00:00+00:00,140.21405029296875,141.32000732421875,141.82000732421875,139.75,139.7899932861328,12639900,2020.0,2.0,3.0,137.2899963378906,140.06299743652343,142.5924980163574,44.47322856849201,-2.266385400702063,-2.023299196355887,-0.2430862043461763,142.29752981897295,142.33349838256837,3.3485793772457417,149.03065713705985,135.63633962807688,43.60113829852541,2.1762777953559187,2.669287545340402,138.30999755859375,138.39999389648438,138.6699981689453,137.05999755859375
2020-02-04 00:00:00+00:00,143.59735107421875,144.72999572753906,145.58999633789062,143.25,145.49000549316406,23519700,2020.0,2.0,4.0,138.3739990234375,139.76199798583986,142.33349838256837,49.06930338860345,-1.7509872036119134,-1.968836797807092,0.2178495941951788,142.54241472323002,142.2874984741211,3.306679287264662,148.9008570486504,135.67413989959178,43.98285929658401,2.4129551560927,2.6578576224190846,141.32000732421875,139.7899932861328,141.82000732421875,139.75
2020-02-05 00:00:00+00:00,140.26364135742188,141.3699951171875,147.3000030517578,138.57000732421875,146.60000610351562,27824100,2020.0,2.0,5.0,139.6459991455078,139.87899780273438,142.2874984741211,44.68082530682678,-1.595265163941292,-1.894122471033932,0.2988573070926401,142.4176420331748,142.07099838256835,3.211882961826343,148.49476430622104,135.64723245891565,42.471309661290256,-2.321564782380648,3.154284885951451,144.72999572753906,145.49000549316406,145.58999633789062,143.25
2020-02-06 00:00:00+00:00,141.58323669433594,142.6999969482422,143.9499969482422,141.22000122070312,141.9199981689453,9504600,2020.0,2.0,6.0,140.70799865722657,139.61499786376953,142.07099838256835,45.71833220215253,-1.3489840447540755,-1.7850947857779609,0.4361107410238851,142.42754662345214,141.93599853515624,3.1200251343189542,148.17604880379417,135.69594826651834,42.72710708847895,0.9407949897375368,3.26999991280692,141.3699951171875,146.60000610351562,147.3000030517578,138.57000732421875
2020-02-07 00:00:00+00:00,139.91639709472656,141.02000427246094,141.99000549316406,140.1199951171875,141.88999938964844,10948900,2020.0,2.0,7.0,141.68599853515624,139.66499786376954,141.93599853515624,44.32247298173028,-1.2746722241454336,-1.6830102734514554,0.4083380493060218,142.37287837119356,141.74549865722656,3.049543246900858,147.84458515102827,135.64641216342486,42.45033085205773,-1.1772899171053175,3.337856837681361,142.6999969482422,141.9199981689453,143.9499969482422,141.22000122070312
2020-02-10 00:00:00+00:00,141.47409057617188,142.58999633789062,142.58999633789062,140.4600067138672,141.02999877929688,8162100,2020.0,2.0,10.0,142.22799987792968,139.75899810791014,141.74549865722656,48.38063136271514,-1.0766830007950432,-1.561744818920173,0.4850618181251298,142.37898786235266,141.6439987182617,2.981865964386588,147.60773064703488,135.68026678948854,42.60487613791232,1.1133115996765586,3.377141680036272,141.02000427246094,141.88999938964844,141.99000549316406,140.1199951171875
2020-02-11 00:00:00+00:00,139.90646362304688,141.00999450683594,142.99000549316406,140.4600067138672,142.85000610351562,10790100,2020.0,2.0,11.0,142.48199768066405,140.4279983520508,141.6439987182617,45.17374308861983,-1.0353333792707815,-1.456462530990295,0.4211291517195135,142.32988893205885,141.5004981994629,2.937322068573618,147.37514233661014,135.62585406231565,42.05989095013563,-1.108073407415355,3.4685701642717635,142.58999633789062,141.02999877929688,142.58999633789062,140.4600067138672
2020-02-12 00:00:00+00:00,140.73989868164062,141.85000610351562,142.22000122070312,140.8699951171875,141.33999633789062,8168200,2020.0,2.0,12.0,141.73799743652344,140.69199829101564,141.5004981994629,49.41881295643973,-0.9241288090620116,-1.3499957866046384,0.4258669775426267,142.3172044459629,141.33299865722657,2.807922069373788,146.94884279597414,135.717154518479,42.03959470646391,0.5957106796702805,3.3249991280691966,141.00999450683594,142.85000610351562,142.99000549316406,140.4600067138672
2020-02-13 00:00:00+00:00,139.7973175048828,140.89999389648438,141.89999389648438,140.82000732421875,141.1699981689453,7543100,2020.0,2.0,13.0,141.83399963378906,141.2709991455078,141.33299865722657,51.41670968194355,-0.9022557884158856,-1.2604477869668878,0.358191998551002,142.28343515875966,141.16199798583983,2.719177007456257,146.60035200075234,135.72364397092733,41.80264490507825,-0.6697301136088574,3.184283665248326,141.85000610351562,141.33999633789062,142.22000122070312,140.8699951171875
